Dialogue_ID,Utterance_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,Predicted_Emotion,Reasoning,raw_output
239,5,239_5,Woman,Ginger.,neutral,neutral,The statement of one's name is neutral.,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""The question 'Someone in there?' is a sudden inquiry, indicating surprise.""},
    {""utterance_id"": 1, ""predicted_emotion"": ""joy"", ""reasoning"": ""The phrase 'dare devil game' and the tone of the sentence convey"
239,6,239_6,Chandler,"Ginger. Im talking to Ginger, so....",neutral,neutral,The repetition of the name is neutral.,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""The question 'Someone in there?' is a sudden inquiry, indicating surprise.""},
    {""utterance_id"": 1, ""predicted_emotion"": ""joy"", ""reasoning"": ""The phrase 'dare devil game' and the tone of the sentence convey"
239,7,239_7,Ginger,Dont you have to use the bathroom?,neutral,surprise,"The question 'Don't you have to use the bathroom?' is a sudden inquiry, indicating surprise.","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""The question 'Someone in there?' is a sudden inquiry, indicating surprise.""},
    {""utterance_id"": 1, ""predicted_emotion"": ""joy"", ""reasoning"": ""The phrase 'dare devil game' and the tone of the sentence convey"
239,8,239_8,Chandler,"Nope, nope, Id just ah, Id rather talk to you.",neutral,joy,The playful tone and the use of 'I'd rather talk to you' suggest joy and playfulness.,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""The question 'Someone in there?' is a sudden inquiry, indicating surprise.""},
    {""utterance_id"": 1, ""predicted_emotion"": ""joy"", ""reasoning"": ""The phrase 'dare devil game' and the tone of the sentence convey"
239,9,239_9,Chandler,"Yes, I do.",neutral,anger,"The statement 'Yes, I do' is a firm and direct response, potentially indicating anger or frustration.","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""The question 'Someone in there?' is a sudden inquiry, indicating surprise.""},
    {""utterance_id"": 1, ""predicted_emotion"": ""joy"", ""reasoning"": ""The phrase 'dare devil game' and the tone of the sentence convey"
239,10,239_10,Chandler,"Yes, I do have to go to the bathroom.",neutral,anger,"The repetition of 'Yes, I do' and the direct statement suggest anger or frustration.","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""The question 'Someone in there?' is a sudden inquiry, indicating surprise.""},
    {""utterance_id"": 1, ""predicted_emotion"": ""joy"", ""reasoning"": ""The phrase 'dare devil game' and the tone of the sentence convey"
239,11,239_11,Gunther,Someone in here.,neutral,anger,"The repetition of 'Someone in here' is a firm and direct statement, potentially indicating anger or frustration.","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""The question 'Someone in there?' is a sudden inquiry, indicating surprise.""},
    {""utterance_id"": 1, ""predicted_emotion"": ""joy"", ""reasoning"": ""The phrase 'dare devil game' and the tone of the sentence convey"
240,0,240_0,Dina,"Im going to keep dating him Mother, and theres nothing you can do about it!",anger,anger,aggressive tone and language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,1,240_1,Jessica Lockhart,Oh yes there is!,anger,anger,conflict and opposition,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,2,240_2,Dina,What are you going to do? Kill him? Like you did with Charles?!,anger,anger,accusation and threat,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,3,240_3,Jessica Lockhart,"Oh, my baby!",sadness,surprise,emotional reaction to accusation,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,4,240_4,Joey,That was a great scene! And-and-and that slap looks so real! How do you do that?,surprise,joy,enthusiasm and admiration,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,5,240_5,Cecilia,"Oh, just years of experience.",neutral,neutral,professional response,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,6,240_6,Dina,Can I get some ice here?!,sadness,neutral,request for service,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,7,240_7,Joey,"Oh anyway, I just wanted to say how wonderful I think you are.",joy,joy,expression of admiration and affection,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,8,240_8,Cecilia,Youre not the fan whos dying are you?,neutral,surprise,skeptical inquiry,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,9,240_9,Joey,"No. No, Im Joey Tribbiani; we did a scene together yesterday. I-Im the guy in the coma!",joy,neutral,clarification and introduction,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,10,240_10,Cecilia,Oh that was a real person?!,surprise,surprise,reaction to revelation,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,11,240_11,Joey,"An-an-anyway I-I just wanted to say that since Im getting your brain when you leave the show, I was wondering if there was any tips you can give me",neutral,joy,expression of admiration and gratitude,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,12,240_12,Cecilia,I-I-Im leaving the show?,surprise,sadness,expression of shock and concern,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,13,240_13,Joey,I dont know. Why? Did you hear something?,neutral,sadness,inquiry about the reason for leaving,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,14,240_14,Cecilia,Who told you that?,surprise,anger,defensiveness and accusation,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,15,240_15,Joey,"Oh uh, one of the writers.",sadness,anger,accusation and blame,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
240,16,240_16,Cecilia,Which one? Was it bald or was it tall?,surprise,anger,accusation and inquiry,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive tone and language""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""conflict and opposition""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""accusation"
241,0,241_0,Phoebe,Feel better?,neutral,neutral,Phoebe is asking a neutral question,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,1,241_1,Joey,Yeah!,joy,joy,Joey is responding positively to Phoebe's question,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,2,241_2,Joey,Much!,joy,joy,Joey is emphasizing his positive response,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,3,241_3,Joey,"Listen uh, not that Im yknow insecure about my manhood or anything yknow, but I think I need to hook up with a woman like right now.",neutral,sadness,Joey is expressing a need for emotional validation,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,4,241_4,Phoebe,"Yeah, I understand.",neutral,neutral,Phoebe is responding neutrally to Joey's statement,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,5,241_5,Joey,Yeah! Okay!  Hey! Hi!,joy,joy,Joey is excited and enthusiastic,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,6,241_6,Woman,Hi!,joy,neutral,The woman is responding neutrally to Joey's greeting,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,7,241_7,Joey,"Yknow, you look familiar. Do I know you from somewhere?",surprise,surprise,Joey is expressing surprise at recognizing the woman,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,8,241_8,Woman,I dont think so.,neutral,neutral,The woman is responding neutrally to Joey's question,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,9,241_9,Joey,Oh! Maybe its because Im on television. Im an actor on,joy,neutral,Joey is explaining his situation in a neutral tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,10,241_10,Woman,Wow!,surprise,surprise,The woman is expressing surprise at Joey's profession,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,11,241_11,Joey,Yeah.,neutral,neutral,Joey is responding neutrally to the woman's surprise,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,12,241_12,Woman,Really?!,surprise,surprise,The woman is expressing further surprise,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,13,241_13,Waitress,$4.50 please.,neutral,neutral,The waitress is making a neutral request,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
241,14,241_14,Joey,"Oh, let me get this.    These are for you.",neutral,neutral,Joey is responding neutrally to the waitress's request,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Phoebe is asking a neutral question""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Joey is responding positively to Phoebe's question""},
    {""utterance_id"": ""2"", ""predicted_emotion"":"
242,0,242_0,Chandler,"Alright, alright, alright.",neutral,neutral,calm tone and phrase,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
242,1,242_1,Chandler,It's been fourteen and a half minutes and you still have not said one word.,anger,anger,frustration and impatience,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
242,2,242_2,Chandler,"Oh God, do something.",anger,anger,strong expression of frustration,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
242,3,242_3,Chandler,"Just make contact, smile!",anger,joy,encouragement and positive tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
242,4,242_4,Chandler,There you go!,joy,joy,positive outcome and accomplishment,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
242,5,242_5,Chandler,You're definitely scaring here.,neutral,fear,concern for the other person's well-being,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
242,6,242_6,Jill,Would you like to call somebody?,neutral,neutral,neutral inquiry,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
242,7,242_7,Chandler,"Yeah, about 300 guys I went to high school with.",neutral,anger,frustration and annoyance,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm tone and phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""frustration and impatience""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""anger"", ""reasoning"": ""strong expres"
243,0,243_0,Tag,"Okay! Feel free to look, but Im telling you those contracts are not on this desk.",anger,neutral,neutral tone and formal language,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and formal language""},
    {""utterance_id"": 1, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation mark and short response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""joy"", ""reasoning"""
243,1,243_1,Rachel,Oh,neutral,surprise,exclamation mark and short response,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and formal language""},
    {""utterance_id"": 1, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation mark and short response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""joy"", ""reasoning"""
243,2,243_2,Tag,Its my sister.,neutral,joy,positive tone and affectionate language,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and formal language""},
    {""utterance_id"": 1, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation mark and short response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""joy"", ""reasoning"""
243,3,243_3,Rachel,"Okay, very cute braces. Anyway yknow what, the",neutral,neutral,casual tone and transition to a new topic,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and formal language""},
    {""utterance_id"": 1, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation mark and short response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""joy"", ""reasoning"""
243,4,243_4,Tag,So when do you imagine you gave them to me? In the morning or in the afternoon?,anger,neutral,curious and inquiring tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and formal language""},
    {""utterance_id"": 1, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation mark and short response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""joy"", ""reasoning"""
243,5,243_5,Rachel,"In the afternoon. Mr. Zelner came into my office after lunch. He put them on my desk, and then I put a",neutral,neutral,informative and matter-of-fact language,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and formal language""},
    {""utterance_id"": 1, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation mark and short response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""joy"", ""reasoning"""
245,0,245_0,Rachel,Hey!,neutral,joy,exclamation mark at the end,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""surprise"", ""reasoning"": ""question"
245,1,245_1,Monica,Hi!,neutral,joy,exclamation mark at the end,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""surprise"", ""reasoning"": ""question"
245,2,245_2,Rachel,What-what are-what are these?,surprise,surprise,question and uncertainty in tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""surprise"", ""reasoning"": ""question"
245,3,245_3,Monica,"Oh, just some pictures I made and hung up. I thought theyd brighten up the place. They do dont you think?",joy,joy,positive sentiment and use of 'brighten up',"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""surprise"", ""reasoning"": ""question"
245,4,245_4,Monica,"No-no-no, no!",fear,anger,negative sentiment and repetition of 'no',"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark at the end""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""surprise"", ""reasoning"": ""question"
247,0,247_0,Mr. Kaplan,"Hows that coffee comin, dear?",neutral,neutral,polite question,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite question""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""complaining about health issue"""
247,1,247_1,Rachel,"Yeah, right away Mr. Kaplan.",neutral,neutral,polite response,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite question""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""complaining about health issue"""
247,2,247_2,Mr. Kaplan,"Im not supposed to drink coffee, it makes me gassy.",neutral,sadness,complaining about health issue,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite question""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""complaining about health issue"""
247,3,247_3,Rachel,I know!,joy,neutral,acknowledging,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite question""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""complaining about health issue"""
247,4,247_4,Mr. Kaplan,"Ill bet your thinking, Whats an intelligent girl who wants to be in fashion, doing making coffee? Eh?",surprise,surprise,sarcastic tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite question""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""polite response""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""complaining about health issue"""
248,0,248_0,Rachel,Op.,neutral,neutral,neutral tone and short response,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short response""}
  ]
}"
246,0,246_0,Joey,"Well, how-how come?",neutral,surprise,Joey is expressing curiosity about the situation,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""Joey is expressing curiosity about the situation""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""The tour guide is stating a fact in a neutral tone""},
    {""utterance_id"": 2, ""predict"
246,1,246_1,Tour Guide,Thats just the way it is.,neutral,neutral,The tour guide is stating a fact in a neutral tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""Joey is expressing curiosity about the situation""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""The tour guide is stating a fact in a neutral tone""},
    {""utterance_id"": 2, ""predict"
