Dialogue_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,predicted_emotion,confidence,outcome,winning_agent,vote_plain,vote_linguistic,vote_context,reason_plain,reason_linguistic,reason_context,arbitrator_reasoning
242,242_7,Chandler,"Yeah, about 300 guys I went to high school with.",neutral,surprise,0.99,majority,majority,joy,surprise,surprise,,,,
240,240_0,Dina,"Im going to keep dating him Mother, and theres nothing you can do about it!",anger,anger,0.921,majority,majority,anger,surprise,anger,,,,
240,240_1,Jessica Lockhart,Oh yes there is!,anger,anger,0.4887,majority,majority,anger,neutral,anger,,,,
240,240_2,Dina,What are you going to do? Kill him? Like you did with Charles?!,anger,anger,0.9267,unanimous,majority,anger,anger,anger,,,,
240,240_3,Jessica Lockhart,"Oh, my baby!",sadness,anger,1.0,arbitrated,unknown,neutral,anger,surprise,,,,
240,240_4,Joey,That was a great scene! And-and-and that slap looks so real! How do you do that?,surprise,joy,0.5012,unanimous,majority,joy,joy,joy,,,,
240,240_5,Cecilia,"Oh, just years of experience.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
240,240_6,Dina,Can I get some ice here?!,sadness,neutral,1.0,majority,majority,neutral,neutral,sadness,,,,
240,240_7,Joey,"Oh anyway, I just wanted to say how wonderful I think you are.",joy,joy,0.8,unanimous,majority,joy,joy,joy,,,,
240,240_8,Cecilia,Youre not the fan whos dying are you?,neutral,anger,1.0,arbitrated,unknown,surprise,neutral,anger,,,,
240,240_9,Joey,"No. No, Im Joey Tribbiani; we did a scene together yesterday. I-Im the guy in the coma!",joy,surprise,0.9633,unanimous,majority,surprise,surprise,surprise,,,,
240,240_10,Cecilia,Oh that was a real person?!,surprise,neutral,0.5,majority,majority,neutral,surprise,neutral,,,,
240,240_11,Joey,"An-an-anyway I-I just wanted to say that since Im getting your brain when you leave the show, I was wondering if there was any tips you can give me",neutral,surprise,1.0,arbitrated,unknown,joy,disgust,neutral,,,,
240,240_12,Cecilia,I-I-Im leaving the show?,surprise,surprise,0.95,majority,majority,surprise,surprise,sadness,,,,
240,240_13,Joey,I dont know. Why? Did you hear something?,neutral,surprise,0.85,majority,majority,neutral,surprise,surprise,,,,
240,240_14,Cecilia,Who told you that?,surprise,neutral,0.75,majority,majority,neutral,surprise,neutral,,,,
240,240_15,Joey,"Oh uh, one of the writers.",sadness,surprise,0.65,majority,majority,anger,surprise,surprise,,,,
240,240_16,Cecilia,Which one? Was it bald or was it tall?,surprise,surprise,0.5933,unanimous,majority,surprise,surprise,surprise,,,,
243,243_0,Tag,"Okay! Feel free to look, but Im telling you those contracts are not on this desk.",anger,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
243,243_1,Rachel,Oh,neutral,neutral,0.5,majority,majority,neutral,surprise,neutral,,,,
243,243_2,Tag,Its my sister.,neutral,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
243,243_3,Rachel,"Okay, very cute braces. Anyway yknow what, the",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
243,243_4,Tag,So when do you imagine you gave them to me? In the morning or in the afternoon?,anger,neutral,0.244,majority,majority,neutral,neutral,anger,,,,
243,243_5,Rachel,"In the afternoon. Mr. Zelner came into my office after lunch. He put them on my desk, and then I put a",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
245,245_0,Rachel,Hey!,neutral,neutral,0.95,majority,majority,neutral,joy,neutral,,,,
245,245_1,Monica,Hi!,neutral,neutral,1.0,majority,majority,neutral,joy,neutral,,,,
245,245_2,Rachel,What-what are-what are these?,surprise,surprise,0.65,majority,majority,neutral,surprise,surprise,,,,
245,245_3,Monica,"Oh, just some pictures I made and hung up. I thought theyd brighten up the place. They do dont you think?",joy,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
245,245_4,Monica,"No-no-no, no!",fear,anger,0.5,majority,majority,neutral,anger,anger,,,,
247,247_0,Mr. Kaplan,"Hows that coffee comin, dear?",neutral,neutral,0.8267,unanimous,majority,neutral,neutral,neutral,,,,
247,247_1,Rachel,"Yeah, right away Mr. Kaplan.",neutral,neutral,0.9094,unanimous,majority,neutral,neutral,neutral,,,,
247,247_2,Mr. Kaplan,"Im not supposed to drink coffee, it makes me gassy.",neutral,neutral,0.3667,unanimous,majority,neutral,neutral,neutral,,,,
247,247_3,Rachel,I know!,joy,disgust,0.85,majority,majority,neutral,disgust,disgust,,,,
247,247_4,Mr. Kaplan,"Ill bet your thinking, Whats an intelligent girl who wants to be in fashion, doing making coffee? Eh?",surprise,neutral,0.5,arbitrated,unknown,surprise,neutral,disgust,,,,
248,248_0,Rachel,Op.,neutral,neutral,0.8297,unanimous,majority,neutral,neutral,neutral,,,,
246,246_0,Joey,"Well, how-how come?",neutral,neutral,0.5,majority,majority,surprise,neutral,neutral,,,,
246,246_1,Tour Guide,Thats just the way it is.,neutral,neutral,0.66,unanimous,majority,neutral,neutral,neutral,,,,
246,246_2,Joey,Thats crazy.,surprise,surprise,0.89,majority,majority,surprise,anger,surprise,,,,
246,246_3,Tour Guide,"Maybe its crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now.",neutral,neutral,0.74,majority,majority,neutral,neutral,anger,,,,
246,246_4,Tour Guide,"See that scientist in the classes, he and I used to play together all the time in grade school, but now Peter!",neutral,neutral,0.25,majority,majority,neutral,neutral,surprise,,,,
246,246_5,Tour Guide,"Hey, Peter!",neutral,neutral,0.5,arbitrated,unknown,joy,fear,neutral,,,,
246,246_6,Tour Guide,Its me Rhonda!,neutral,joy,0.965,majority,majority,joy,joy,neutral,,,,
246,246_7,Tour Guide,From PS-129!,neutral,surprise,0.77,majority,majority,surprise,neutral,surprise,,,,
246,246_8,Tour Guide,I shared my puddin which you man!,anger,anger,0.51,majority,majority,joy,anger,anger,,,,
246,246_9,Tour Guide,I gave you my,neutral,neutral,0.5,arbitrated,unknown,joy,neutral,anger,,,,
246,246_10,Joey,I-I think everybodys pretending they dont hear you.,neutral,neutral,0.75,majority,majority,neutral,disgust,neutral,,,,
246,246_11,Joey,"Anyway, look, I dont know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, Im telling you, he",neutral,anger,0.0,majority,majority,joy,anger,anger,,,,
246,246_12,Ross,"Thats okay, Im cool over here. Ill catch up with you later, Joey.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
246,246_13,Tour Guide,"Op, this is saved.  Gift shop.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
249,249_0,Mr. Kaplan,Eh.,joy,neutral,0.16,unanimous,majority,neutral,neutral,neutral,,,,
249,249_1,Rachel,"Oh, you got me.",neutral,neutral,0.5,arbitrated,unknown,neutral,surprise,anger,,,,
249,249_2,Mr. Kaplan,"Well, dont think I havent noticed your potential.",neutral,neutral,0.3925,majority,majority,neutral,neutral,anger,,,,
249,249_3,Mr. Kaplan,"Well, Ive got a project for you thats a lot more related to fashion.",neutral,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
249,249_4,Mr. Kaplan,How does that sound?,neutral,neutral,0.6267,unanimous,majority,neutral,neutral,neutral,,,,
249,249_5,Rachel,"Oh, that sounds great.",joy,joy,1.0,arbitrated,unknown,surprise,joy,neutral,,,,
249,249_6,Mr. Kaplan,"Come on over here, sweetheart.",neutral,joy,1.0,majority,majority,joy,anger,joy,,,,
249,249_7,Rachel,"Oh thank you so much Mr. Kaplan, thank you so much.",joy,joy,0.9167,unanimous,majority,joy,joy,joy,,,,
244,244_0,Ross,"Phoebe, she doesnt know that you sneak out every night, she doesnt know that you sneak back every morning, and she doesnt know that youve been living with your Grandmothers for a week now.",neutral,surprise,0.87,majority,majority,surprise,anger,surprise,,,,
244,244_1,Phoebe,"Okay, well maybe not on those levels.",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
244,244_2,Chandler,Hey.,neutral,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
244,244_3,Ross,Hey.,neutral,neutral,0.4,majority,majority,joy,neutral,neutral,,,,
244,244_4,Chandler,"Im never gonna find a roommate, ever.",sadness,sadness,0.85,unanimous,majority,sadness,sadness,sadness,,,,
244,244_5,Phoebe,"Why, nobody good?",neutral,neutral,0.3667,unanimous,majority,neutral,neutral,neutral,,,,
244,244_6,Chandler,"Well lets see, there was the guy with the ferrets, thats plural.",disgust,disgust,0.69,majority,majority,neutral,disgust,disgust,,,,
244,244_7,Chandler,The spitter.,disgust,neutral,0.5,majority,majority,neutral,disgust,neutral,,,,
244,244_8,Chandler,"Oh-ho, and yes, the guy that enjoyed my name so much he felt the need to make a little noise every time he said it.",anger,neutral,0.5,arbitrated,unknown,joy,anger,disgust,,,,
244,244_9,Chandler,"Nice to meet you, Chandler Bing",neutral,joy,0.79,unanimous,majority,joy,joy,joy,,,,
244,244_10,Ross,So how many more do you have tomorrow?,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
244,244_11,Chandler,Two.,neutral,neutral,0.1067,unanimous,majority,neutral,neutral,neutral,,,,
244,244_12,Chandler,"This photographer, who seemed really dull.",neutral,disgust,0.4,majority,majority,disgust,neutral,disgust,,,,
244,244_13,Chandler,"And this actor guy, who Im not sure about, because when he called and I answered the phone Chandler Bing, he said Whoa-whoa, short message.",neutral,surprise,0.5333,unanimous,majority,surprise,surprise,surprise,,,,
244,244_14,Monica,"Ross , foot on the floor or come over no more!",neutral,anger,0.9,unanimous,majority,anger,anger,anger,,,,
244,244_15,Ross,"Sure, your dresser is missing but this she notices.",anger,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
244,244_16,Monica,What?,neutral,neutral,0.5,arbitrated,unknown,sadness,anger,surprise,,,,
244,244_17,Ross,"I have to go. Yeah, Carol should be home by now, soo...",neutral,neutral,0.905,majority,majority,neutral,neutral,surprise,,,,
244,244_18,Chandler,"Umm, hows it going with you guys?",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
244,244_19,Ross,"Oh, better, actually. Y'know I-I-I think I finally figured out why we were having so much trouble lately.",neutral,neutral,0.25,majority,majority,neutral,surprise,neutral,,,,
244,244_20,Phoebe,"Oh, really?",surprise,neutral,0.5,majority,majority,neutral,surprise,neutral,,,,
244,244_21,Ross,"Yeah, y'know how I have you guys, well she doesnt really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think its gonna make a difference",joy,joy,0.4,majority,majority,neutral,joy,joy,,,,
251,251_0,Alan,Wow.,surprise,neutral,0.75,majority,majority,surprise,neutral,neutral,,,,
251,251_1,Monica,"I'm, I'm really sorry.",neutral,sadness,0.8875,majority,majority,sadness,neutral,sadness,,,,
251,251_2,Alan,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",neutral,surprise,0.6267,unanimous,majority,surprise,surprise,surprise,,,,
251,251_3,Monica,Relieved?,surprise,surprise,0.4333,unanimous,majority,surprise,surprise,surprise,,,,
251,251_4,Alan,"Yeah, well, I had a great time with you.. I just can't stand your friends.",neutral,anger,0.45,majority,majority,anger,anger,disgust,,,,
250,250_0,Leslie,"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe youd want to get back together?",fear,sadness,0.7,majority,majority,sadness,sadness,joy,,,,
250,250_1,Phoebe,No. But thanks.,neutral,sadness,1.0,majority,majority,sadness,sadness,neutral,,,,
250,250_2,Leslie,Aw come on Phoebe would you just think about it?,sadness,sadness,1.0,majority,majority,neutral,sadness,sadness,,,,
250,250_3,Phoebe,Okay. No. But thanks.,neutral,neutral,0.4983,unanimous,majority,neutral,neutral,neutral,,,,
250,250_4,Leslie,"Okay, ah, see ya Pheebs.",neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
250,250_5,Joey,"Wow, that was kinda brutal.",surprise,disgust,0.0,arbitrated,unknown,anger,neutral,sadness,,,,
250,250_6,Phoebe,"Well okay, let this be a lesson to all of you, all right.",neutral,anger,0.2667,unanimous,majority,anger,anger,anger,,,,
250,250_7,Phoebe,"Once you, once you betray me, I become like the ice woman, yknow.",neutral,neutral,0.5,arbitrated,unknown,neutral,fear,anger,,,,
250,250_8,Phoebe,"Very cold, hard, unyielding, y'know nothing,",neutral,anger,0.915,majority,majority,anger,neutral,anger,,,,
253,253_0,Drew,I didnt think you were gay. I do now.,joy,surprise,1.0,majority,majority,joy,surprise,surprise,,,,
253,253_1,Chandler,"See my friend-my friend, Rachel, she wants to be set up.",neutral,surprise,0.95,majority,majority,neutral,surprise,surprise,,,,
253,253_2,Drew,"Ahh, I just got out of a big relationship, Im not looking for any thing serious.",sadness,sadness,0.5,majority,majority,surprise,sadness,sadness,,,,
253,253_3,Chandler,"Oh, yknow what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",neutral,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
253,253_4,Mike,"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",surprise,surprise,0.9667,unanimous,majority,surprise,surprise,surprise,,,,
253,253_5,Chandler,"Oh, by the way, that is her full name.",neutral,surprise,0.9433,unanimous,majority,surprise,surprise,surprise,,,,
253,253_6,Mike,Oh wow! Im free for her!,joy,joy,0.7,majority,majority,joy,joy,surprise,,,,
253,253_7,Drew,"Oh, wait a second! I didnt say I wasnt free!",surprise,anger,0.8,arbitrated,unknown,anger,disgust,neutral,,,,
253,253_8,Mike,"Hey, Chandler, why dont we talk this over at the Ranger game tomorrow?",neutral,joy,1.0,arbitrated,unknown,neutral,surprise,joy,,,,
253,253_9,Drew,"Hold on, yknow I",neutral,surprise,0.8,arbitrated,unknown,neutral,anger,surprise,,,,
253,253_10,Chandler,"Oh well, thats uh, a little later than I uh, generally care to stay, but sure!",joy,neutral,0.4033,unanimous,majority,neutral,neutral,neutral,,,,
253,253_11,Mike,"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",neutral,neutral,0.1667,unanimous,majority,neutral,neutral,neutral,,,,
253,253_12,Chandler,"Well, I dont really know what that is, but",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
252,252_0,Chandler,"Oh my God! If you say that one more time,",anger,anger,0.9,majority,majority,neutral,anger,anger,,,,
252,252_1,Ross,Fine!,anger,anger,0.96,majority,majority,neutral,anger,anger,,,,
252,252_2,Ross,Fine!,anger,anger,0.4,majority,majority,neutral,anger,anger,,,,
252,252_3,Ross,"But this break-up was not all my fault, and she, she says here,  If you accept full responsibility...  Full responsibility!",anger,neutral,0.5,arbitrated,unknown,sadness,anger,neutral,,,,
252,252_4,Ross,...I can begin to trust you again.,anger,joy,0.225,majority,majority,joy,surprise,joy,,,,
252,252_5,Ross,Does that seem like something you can do.,anger,neutral,0.75,majority,majority,neutral,neutral,disgust,,,,
252,252_6,Ross,Does it?!,anger,anger,0.6733,unanimous,majority,anger,anger,anger,,,,
252,252_7,Joey,No?,surprise,anger,0.5923,unanimous,majority,anger,anger,anger,,,,
252,252_8,Chandler,"Look, Ross, you have what you want, youre back with Rachel.",neutral,neutral,0.25,majority,majority,anger,neutral,neutral,,,,
252,252_9,Chandler,If you bring this up now youre gonna wreck the best thing that even happened to you.,neutral,neutral,0.5,arbitrated,unknown,surprise,anger,neutral,,,,
252,252_10,Ross,"Yeah, I know.",sadness,neutral,1.0,majority,majority,neutral,neutral,sadness,,,,
252,252_11,Ross,"I mean, no, youre right.",sadness,neutral,0.6333,unanimous,majority,neutral,neutral,neutral,,,,
252,252_12,Ross,Yeah I guess Ill let it go.,neutral,sadness,0.9,majority,majority,neutral,sadness,sadness,,,,
252,252_13,Ross,But you-you understand how-how hard it is to forget about this.,sadness,sadness,0.7,majority,majority,sadness,neutral,sadness,,,,
252,252_14,Joey,"Sure, its hard to forget!",neutral,neutral,0.5,majority,majority,neutral,neutral,disgust,,,,
252,252_15,Joey,But that doesnt mean you have to talk about it!,neutral,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
252,252_16,Joey,"A lot of things happened on that trip that we should never,  ever talk about.",neutral,neutral,0.5,majority,majority,neutral,neutral,fear,,,,
252,252_17,Ross,What the hell happened on that beach?!,surprise,anger,0.9133,unanimous,majority,anger,anger,anger,,,,
252,252_18,Joey,"Its between us and the sea, Ross!",neutral,surprise,0.4,arbitrated,unknown,joy,surprise,sadness,,,,
256,256_0,Phoebe,"So um, so what's up, you came to see me yesterday.",joy,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
256,256_1,Duncan,"Oh, yeah, um, alright, I kinda need a divorce.",neutral,sadness,0.81,majority,majority,sadness,sadness,surprise,,,,
254,254_0,Ross,"Monica, let's go. Come on now people, woman in labor.",neutral,neutral,0.75,majority,majority,neutral,fear,neutral,,,,
254,254_1,Chandler,"Hey Ross, look what I've got going here.",neutral,neutral,0.8,unanimous,majority,neutral,neutral,neutral,,,,
254,254_2,Ross,"Yeah, save it for the cab, okay.",disgust,anger,0.925,majority,majority,neutral,anger,anger,,,,
254,254_3,Ross,What are you doing? We're going to a hospital.,surprise,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
254,254_4,Rachel,"What, so I can't lokk nice? There might be doctors there.",neutral,anger,0.4833,unanimous,majority,anger,anger,anger,,,,
254,254_5,Ross,"Joey, get out of the fridge.",anger,neutral,0.25,majority,majority,neutral,anger,neutral,,,,
254,254_6,Joey,"All right, all right.",anger,neutral,1.0,majority,majority,neutral,anger,neutral,,,,
254,254_7,Ross,What is that?,surprise,neutral,0.8267,unanimous,majority,neutral,neutral,neutral,,,,
254,254_8,Joey,For the ride.,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
254,254_9,Chandler,"Yeah, like in a cab...",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
254,254_10,Ross,Save it.,neutral,anger,0.45,unanimous,majority,anger,anger,anger,,,,
254,254_11,Chandler,"Okay, hating this.",disgust,anger,0.86,arbitrated,unknown,anger,neutral,disgust,,,,
254,254_12,Ross,"Monica, come on now. Let's go, baby coming.",neutral,joy,0.315,majority,majority,joy,joy,anger,,,,
254,254_13,Monica,"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.",joy,joy,0.666,unanimous,majority,joy,joy,joy,,,,
254,254_14,Ross,"That's nice. Get out Let's go, come on.",disgust,neutral,1.0,majority,majority,neutral,anger,neutral,,,,
254,254_15,Joey,"All right, I'm going. I'm going.",anger,neutral,0.9,majority,majority,neutral,neutral,joy,,,,
254,254_16,Chandler,"Here we go, here we go.",neutral,joy,0.725,majority,majority,joy,joy,neutral,,,,
254,254_17,Rachel,"Rossy, Rossy.",neutral,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
257,257_0,Joey,"Oh, yeah, yeah, sure. We live in the building by the uh sidewalk.",neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
257,257_1,Chandler,You know it?,surprise,neutral,0.75,majority,majority,neutral,neutral,disgust,,,,
257,257_2,Joey,"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",neutral,joy,0.71,majority,majority,neutral,joy,joy,,,,
257,257_3,Chandler,"Oh, sure, they love us over there.",neutral,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
257,257_4,Joey,Ben! Ben! Ben!,joy,joy,0.975,majority,majority,joy,joy,neutral,,,,
255,255_0,Chandler,WHAT IS IT?!,anger,neutral,0.5,arbitrated,unknown,anger,surprise,fear,,,,
255,255_1,Monica,"Okay, I-I d'know, you-you just- you have a quality.",joy,neutral,0.5,majority,majority,neutral,surprise,neutral,,,,
255,255_2,All,Yes. Absolutely. A quality.,neutral,neutral,0.6,unanimous,majority,neutral,neutral,neutral,,,,
255,255_3,Chandler,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this.",neutral,neutral,0.7667,unanimous,majority,neutral,neutral,neutral,,,,
255,255_4,Monica,"Hello? Hello? Oh! Rachel, it's Paolo calling from Rome.",joy,neutral,0.49,majority,majority,neutral,neutral,surprise,,,,
255,255_5,Rachel,Oh my God! Calling from Rome!,surprise,surprise,1.0,unanimous,majority,surprise,surprise,surprise,,,,
255,255_6,Ross,So he's calling from Rome. I could do that. Just gotta go to Rome.,neutral,neutral,0.5,arbitrated,unknown,joy,neutral,disgust,,,,
255,255_7,Rachel,"Monica, your dad just beeped in, but can you make it quick? Talking to Rome.  I'm talking to Rome.",joy,neutral,0.83,unanimous,majority,neutral,neutral,neutral,,,,
255,255_8,Monica,"Hey dad, what's up?  Oh God. Ross, it's Nana.",sadness,neutral,0.25,majority,majority,neutral,neutral,surprise,,,,
260,260_0,Phoebe,"Hey everybody, Rachel was so good today. She didn't gossip at all.",joy,neutral,0.899,majority,majority,neutral,joy,neutral,,,,
260,260_1,Rachel,I didnt!,joy,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
260,260_2,Rachel,"Even when I found outumm, all right, well let's just say I found something out something about someone and let's just say she's gonna keep it.",neutral,surprise,0.835,majority,majority,neutral,surprise,surprise,,,,
260,260_3,Joey,"Hey, Pheebs! Check-check this out.",joy,neutral,0.5,arbitrated,unknown,joy,surprise,neutral,,,,
260,260_4,Phoebe,"Ooh, you nailed the Old Lady!",surprise,joy,0.7333,unanimous,majority,joy,joy,joy,,,,
260,260_5,Joey,"Yeah listen so, I thought I was getting better, so on my way home today I stopped by this guitar store and",neutral,neutral,0.3267,unanimous,majority,neutral,neutral,neutral,,,,
260,260_6,Phoebe,"Did you, did you",anger,surprise,0.4,majority,majority,neutral,surprise,surprise,,,,
260,260_7,Joey,No.,neutral,anger,1.0,majority,majority,anger,anger,surprise,,,,
260,260_8,Phoebe,Give me your hands.  Strings. Gimme it!  Pick. Do you want to learn to play guitar?,anger,neutral,0.25,majority,majority,neutral,surprise,neutral,,,,
260,260_9,Joey,Yes!,joy,joy,0.981,unanimous,majority,joy,joy,joy,,,,
260,260_10,Phoebe,Then don't touch one!!,anger,anger,0.6667,unanimous,majority,anger,anger,anger,,,,
258,258_0,Chandler,How about Joey... Pepponi?,neutral,neutral,0.75,arbitrated,unknown,joy,neutral,anger,,,,
258,258_1,Joey,"No, still too ethnic. My agent thinks I should have a name that's more neutral.",neutral,neutral,0.6627,unanimous,majority,neutral,neutral,neutral,,,,
258,258_2,Chandler,Joey... Switzerland?,neutral,neutral,0.5,arbitrated,unknown,neutral,joy,surprise,,,,
258,258_3,Joey,"Plus, y'know, I think it should be Joe.",neutral,neutral,0.9933,unanimous,majority,neutral,neutral,neutral,,,,
258,258_4,Joey,"Y'know, Joey makes me sound like I'm, I dunno, this big.",neutral,anger,1.0,arbitrated,unknown,joy,anger,sadness,,,,
258,258_5,Joey,Which I'm not.,neutral,neutral,0.5,arbitrated,unknown,neutral,sadness,anger,,,,
258,258_6,Chandler,Joe...Joe...Joe...Stalin?,neutral,anger,0.495,majority,majority,anger,anger,surprise,,,,
258,258_7,Joey,Stalin...Stalin...do I know that name? It sounds familiar.,neutral,surprise,0.6337,unanimous,majority,surprise,surprise,surprise,,,,
258,258_8,Chandler,"Well, it does not ring a bell with me...",neutral,neutral,0.965,majority,majority,neutral,anger,neutral,,,,
258,258_9,Joey,"Joe Stalin. Y'know, that's pretty good.",joy,neutral,0.4,majority,majority,neutral,anger,neutral,,,,
258,258_10,Chandler,Might wanna try Joseph.,neutral,joy,0.575,majority,majority,joy,joy,neutral,,,,
258,258_11,Joey,Joseph Stalin. I think you'd remember that!,joy,anger,0.86,majority,majority,anger,neutral,anger,,,,
258,258_12,Chandler,"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",joy,joy,0.645,majority,majority,joy,joy,surprise,,,,
259,259_0,Ross,Are you kidding?,surprise,anger,0.9667,unanimous,majority,anger,anger,anger,,,,
259,259_1,Ross,"Okay, look.",neutral,neutral,1.0,majority,majority,neutral,neutral,anger,,,,
259,259_2,Ross,I-I studied evolution.,joy,neutral,0.25,majority,majority,anger,neutral,neutral,,,,
259,259_3,Ross,"Remember, evolution?",joy,sadness,1.0,arbitrated,unknown,neutral,anger,sadness,,,,
259,259_4,Ross,Monkey into man?,anger,neutral,0.5,majority,majority,neutral,surprise,neutral,,,,
259,259_5,Ross,"Plus, Im a doctor, and I had a monkey.",neutral,joy,0.9,majority,majority,joy,surprise,joy,,,,
259,259_6,Ross,Im Doctor Monkey!,anger,joy,0.6217,unanimous,majority,joy,joy,joy,,,,
259,259_7,Chandler,Im not arguing with that.,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
259,259_8,Monica,"All right, Ive heard enough. Ive made my decision.",neutral,neutral,0.5,arbitrated,unknown,sadness,neutral,anger,,,,
259,259_9,Monica,You are both idiots.,disgust,neutral,0.5,majority,majority,neutral,neutral,anger,,,,
259,259_10,Monica,"The joke is not funny, and its offensive to women, and doctors, and monkeys!",disgust,neutral,0.5,arbitrated,unknown,anger,neutral,disgust,,,,
259,259_11,Monica,"You shouldnt be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world!",anger,anger,0.8,majority,majority,anger,anger,neutral,,,,
259,259_12,Monica,Now let it go!,anger,anger,0.825,majority,majority,neutral,anger,anger,,,,
259,259_13,Monica,The joke sucks!,anger,anger,1.0,majority,majority,anger,anger,neutral,,,,
259,259_14,Ross,Its your joke.,neutral,neutral,0.65,majority,majority,anger,neutral,neutral,,,,
259,259_15,Chandler,Is not.,anger,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
261,261_0,Joey,Really? You'd-you'd do that for me?!,surprise,joy,0.7167,majority,majority,joy,surprise,joy,,,,
261,261_1,Ross,Yeah!,joy,joy,1.0,arbitrated,unknown,anger,joy,surprise,,,,
261,261_2,Joey,Thanks!,joy,joy,0.95,majority,majority,neutral,joy,joy,,,,
261,261_3,Ross,"All right, we'll start off slow. The only thing you have to do tonight is come up with the name of your main character.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
261,261_4,Joey,Done!,joy,neutral,0.9,majority,majority,neutral,joy,neutral,,,,
261,261_5,Ross,And it can't be Joey.,neutral,anger,0.7,unanimous,majority,anger,anger,anger,,,,
261,261_6,Joey,It's not.,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
261,261_7,Ross,Or Joseph.,neutral,anger,1.0,arbitrated,unknown,anger,sadness,surprise,,,,
261,261_8,Joey,Oh.,neutral,neutral,0.25,majority,majority,neutral,surprise,neutral,,,,
264,264_0,Joey,Aww man! I cant believe I locked myself out again!,anger,neutral,0.5,arbitrated,unknown,neutral,anger,sadness,,,,
264,264_1,Chandler,Hang on buddy!,anger,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
264,264_2,Joey,Oh my God! What happened here? Did you do all this?,surprise,surprise,0.9677,unanimous,majority,surprise,surprise,surprise,,,,
264,264_3,Chandler,I sure did.,neutral,neutral,0.75,majority,majority,neutral,anger,neutral,,,,
263,263_0,Ross,Hi.,neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
263,263_1,Joey,Hey.,neutral,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
263,263_2,Joey,Where've you been?,neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
263,263_3,Ross,At the vet.,neutral,neutral,0.7633,unanimous,majority,neutral,neutral,neutral,,,,
263,263_4,Chandler,"She's not gonna make you wear one of those big plastic cones, is she?",fear,neutral,0.999,unanimous,majority,neutral,neutral,neutral,,,,
263,263_5,Ross,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,sadness,neutral,0.5,arbitrated,unknown,neutral,disgust,surprise,,,,
263,263_6,Joey,Hey! He beat ya.,joy,joy,0.93,majority,majority,joy,anger,joy,,,,
